w,taza
"('her', 'gapt')",0.0,The Lovers
"('.', 'Perhaps')",0.0,The Lovers
"('the', 'psychological')",0.08333333333333333,The Lovers
"('psychological', 'barriers')",0.23076923076923078,The Lovers
"('barriers', 'that')",0.125,The Lovers
"('that', 'had')",0.5,The Lovers
"('had', 'prevented')",0.1111111111111111,The Lovers
"('prevented', 'her')",0.25,The Lovers
"('her', 'from')",0.16666666666666666,The Lovers
"('from', 'conceiving')",0.1,The Lovers
"('conceiving', ""Hal's"")",0.0,The Lovers
"(""Hal's"", 'child')",0.1111111111111111,The Lovers
"('child', 'would')",0.25,The Lovers
"('be', 'present')",0.14285714285714285,The Lovers
"('present', '.')",0.0,The Lovers
"('Perhaps', '.')",0.0,The Lovers
"('Hal', 'doubted')",0.0,The Lovers
"('doubted', 'if')",0.0,The Lovers
"('if', 'this')",0.2,The Lovers
"('this', 'happy')",0.14285714285714285,The Lovers
"('happy', 'event')",0.0,The Lovers
"('event', 'would')",0.0,The Lovers
"('would', 'occur')",0.2857142857142857,The Lovers
"('occur', '.')",0.0,The Lovers
"('was', 'as')",0.6666666666666666,The Lovers
"('as', 'frozen')",0.0,The Lovers
"('frozen', 'below')",0.2222222222222222,The Lovers
"('below', 'the')",0.14285714285714285,The Lovers
"('the', 'navel')",0.14285714285714285,The Lovers
"('navel', 'as')",0.16666666666666666,The Lovers
"('he', '.')",0.0,The Lovers
"('No', 'matter')",0.0,The Lovers
"('matter', 'who')",0.0,The Lovers
"('who', 'the')",0.2,The Lovers
"('the', 'candidate')",0.25,The Lovers
"('candidate', 'for')",0.0,The Lovers
"('for', 'marriage')",0.125,The Lovers
"('marriage', 'selected')",0.09090909090909091,The Lovers
"('the', 'gapt')",0.16666666666666666,The Lovers
"('gapt', 'The')",0.0,The Lovers
"('The', 'gapt')",0.0,The Lovers
"('.', 'Pornsen')",0.0,The Lovers
"('He', 'would')",0.0,The Lovers
"('to', 'see')",0.0,The Lovers
"('see', 'that')",0.0,The Lovers
"('that', 'fat')",0.5,The Lovers
"('fat', 'face')",0.4,The Lovers
"('face', ',')",0.0,The Lovers
"(',', 'hear')",0.0,The Lovers
"('hear', 'that')",0.4,The Lovers
"('that', 'whining')",0.14285714285714285,The Lovers
"('whining', 'voice')",0.1111111111111111,The Lovers
"('voice', '``')",0.0,The Lovers
"('``', 'Hal')",0.0,The Lovers
"('Yarrow', ""''"")",0.0,The Lovers
"('Said', 'the')",0.0,The Lovers
"('the', 'whining')",0.14285714285714285,The Lovers
"('voice', '.')",0.0,The Lovers
"(',', 'slowly')",0.0,The Lovers
"('slowly', ',')",0.0,The Lovers
"(',', 'feeling')",0.0,The Lovers
"('feeling', 'himself')",0.4444444444444444,The Lovers
"('himself', 'icy')",0.1111111111111111,The Lovers
"('icy', 'yet')",0.2,The Lovers
"('yet', 'burning')",0.0,The Lovers
"('burning', ',')",0.0,The Lovers
"('Hal', 'turned')",0.0,The Lovers
"('turned', '.')",0.0,The Lovers
"('the', 'squat')",0.14285714285714285,The Lovers
"('squat', 'loose-jowled')",0.08333333333333333,The Lovers
"('loose-jowled', 'man')",0.0,The Lovers
"('man', ',')",0.0,The Lovers
"(',', 'smiling')",0.0,The Lovers
"('smiling', 'lopsidedly')",0.2727272727272727,The Lovers
"('lopsidedly', 'up')",0.1111111111111111,The Lovers
"('up', 'at')",0.0,The Lovers
"('at', 'him')",0.0,The Lovers
"('``', 'My')",0.0,The Lovers
"('My', 'beloved')",0.0,The Lovers
"('beloved', 'ward')",0.1111111111111111,The Lovers
"('ward', ',')",0.0,The Lovers
"('my', 'perennial')",0.0,The Lovers
"('perennial', 'gadfly')",0.18181818181818182,The Lovers
"('gadfly', ""''"")",0.0,The Lovers
"('said', 'the')",0.0,The Lovers
"('had', 'no')",0.0,The Lovers
"('no', 'idea')",0.0,The Lovers
"('idea', 'that')",0.16666666666666666,The Lovers
"('that', 'you')",0.0,The Lovers
"('you', ',')",0.0,The Lovers
"(',', 'too')",0.0,The Lovers
"('too', ',')",0.0,The Lovers
"(',', 'would')",0.0,The Lovers
"('be', 'on')",0.0,The Lovers
"('this', 'glorious')",0.2222222222222222,The Lovers
"('glorious', 'voyage')",0.18181818181818182,The Lovers
"('voyage', '.')",0.0,The Lovers
"('I', 'might')",0.0,The Lovers
"('might', 'have')",0.125,The Lovers
"('have', 'known')",0.0,The Lovers
"('known', '!')",0.0,The Lovers
"('!', 'We')",0.0,The Lovers
"('We', 'seem')",0.25,The Lovers
"('seem', 'to')",0.0,The Lovers
"('to', 'be')",0.0,The Lovers
"('be', 'bound')",0.16666666666666666,The Lovers
"('bound', 'by')",0.16666666666666666,The Lovers
"('by', 'love')",0.0,The Lovers
"('love', ';')",0.0,The Lovers
"(';', 'Sigmen')",0.0,The Lovers
"('Sigmen', 'himself')",0.3,The Lovers
"('himself', 'must')",0.2222222222222222,The Lovers
"('have', 'foreseen')",0.1111111111111111,The Lovers
"('foreseen', 'it')",0.0,The Lovers
"('it', '.')",0.0,The Lovers
"('.', 'Love')",0.0,The Lovers
"('Love', 'to')",0.2,The Lovers
"('to', 'you')",0.25,The Lovers
"('my', 'ward')",0.0,The Lovers
"('ward', ""''"")",0.0,The Lovers
"('``', 'Sigmen')",0.0,The Lovers
"('Sigmen', 'love')",0.1111111111111111,The Lovers
"('love', 'you')",0.16666666666666666,The Lovers
"('my', 'guardian')",0.0,The Lovers
"('guardian', ""''"")",0.0,The Lovers
"(',', 'choking')",0.0,The Lovers
"('choking', '.')",0.0,The Lovers
"('How', 'wonderful')",0.2,The Lovers
"('wonderful', 'to')",0.1,The Lovers
"('see', 'your')",0.0,The Lovers
"('your', 'cherished')",0.1,The Lovers
"('cherished', 'self')",0.2222222222222222,The Lovers
"('self', '.')",0.0,The Lovers
"('had', 'thought')",0.14285714285714285,The Lovers
"('thought', 'we')",0.0,The Lovers
"('we', 'would')",0.16666666666666666,The Lovers
"('would', 'never')",0.0,The Lovers
"('never', 'again')",0.14285714285714285,The Lovers
"('again', 'speak')",0.125,The Lovers
"('speak', 'to')",0.0,The Lovers
"('to', 'each')",0.0,The Lovers
"('other', ""''"")",0.0,The Lovers
"('.', '5')",0.0,The Lovers
"('5', 'the')",0.0,The Lovers
"('Gabriel', 'pointed')",0.16666666666666666,The Lovers
"('pointed', 'towards')",0.2727272727272727,The Lovers
"('towards', 'her')",0.1111111111111111,The Lovers
"('her', 'destination')",0.1,The Lovers
"('destination', 'and')",0.375,The Lovers
"('and', ',')",0.0,The Lovers
"(',', 'under')",0.0,The Lovers
"('under', 'one-gee')",0.25,The Lovers
"('one-gee', 'acceleration')",0.2727272727272727,The Lovers
"('acceleration', ',')",0.0,The Lovers
"(',', 'began')",0.0,The Lovers
"('began', 'to')",0.0,The Lovers
"('to', 'build')",0.0,The Lovers
"('build', 'up')",0.16666666666666666,The Lovers
"('up', 'towards')",0.0,The Lovers
"('her', 'ultimate')",0.1111111111111111,The Lovers
"('ultimate', 'velocity')",0.36363636363636365,The Lovers
"('velocity', ',')",0.0,The Lovers
"(',', '99.1')",0.0,The Lovers
"('99.1', 'percent')",0.0,The Lovers
"('percent', 'of')",0.0,The Lovers
"('the', 'speed')",0.16666666666666666,The Lovers
"('speed', 'of')",0.0,The Lovers
"('of', 'light')",0.0,The Lovers
"('light', '.')",0.0,The Lovers
"('.', 'Meanwhile')",0.0,The Lovers
"('Meanwhile', ',')",0.0,The Lovers
"('personnel', 'except')",0.2,The Lovers
"('except', 'those')",0.25,The Lovers
"('those', 'few')",0.14285714285714285,The Lovers
"('few', 'needed')",0.2,The Lovers
"('needed', 'to')",0.0,The Lovers
"('to', 'carry')",0.0,The Lovers
"('carry', 'out')",0.0,The Lovers
"('out', 'the')",0.2,The Lovers
"('the', 'performance')",0.09090909090909091,The Lovers
"('performance', 'of')",0.2222222222222222,The Lovers
"('ship', ',')",0.0,The Lovers
"(',', 'went')",0.0,The Lovers
"('went', 'into')",0.3333333333333333,The Lovers
"('the', 'suspensor')",0.1111111111111111,The Lovers
"('suspensor', '.')",0.0,The Lovers
"('Here', 'they')",0.16666666666666666,The Lovers
"('would', 'lie')",0.14285714285714285,The Lovers
"('lie', 'in')",0.25,The Lovers
"('in', 'suspended')",0.14285714285714285,The Lovers
"('suspended', 'animation')",0.09090909090909091,The Lovers
"('animation', 'for')",0.125,The Lovers
"('for', 'many')",0.0,The Lovers
"('many', 'years')",0.2857142857142857,The Lovers
"('.', 'Some')",0.0,The Lovers
"('Some', 'time')",0.3333333333333333,The Lovers
"('time', 'later')",0.2857142857142857,The Lovers
"(',', 'after')",0.0,The Lovers
"('after', 'a')",0.2,The Lovers
"('a', 'check')",0.0,The Lovers
"('check', 'had')",0.16666666666666666,The Lovers
"('been', 'made')",0.16666666666666666,The Lovers
"('made', 'of')",0.0,The Lovers
"('all', 'automatic')",0.125,The Lovers
"('automatic', 'equipment')",0.36363636363636365,The Lovers
"('equipment', ',')",0.0,The Lovers
"('the', 'crew')",0.16666666666666666,The Lovers
"('crew', 'would')",0.125,The Lovers
"('would', 'join')",0.125,The Lovers
"('join', 'the')",0.0,The Lovers
"('the', 'others')",0.5,The Lovers
"('others', '.')",0.0,The Lovers
"('.', 'They')",0.0,The Lovers
"('They', 'would')",0.0,The Lovers
"('would', 'sleep')",0.125,The Lovers
"('sleep', 'while')",0.2857142857142857,The Lovers
"('while', 'the')",0.3333333333333333,The Lovers
"('the', ""Gabriel's"")",0.09090909090909091,The Lovers
"(""Gabriel's"", 'drive')",0.2727272727272727,The Lovers
"('drive', 'would')",0.1111111111111111,The Lovers
"('would', 'increase')",0.0,The Lovers
"('increase', 'the')",0.1111111111111111,The Lovers
"('the', 'acceleration')",0.2,The Lovers
"('acceleration', 'to')",0.2222222222222222,The Lovers
"('a', 'point')",0.0,The Lovers
"('point', 'which')",0.125,The Lovers
"('which', 'the')",0.16666666666666666,The Lovers
"('the', 'unfrozen')",0.1111111111111111,The Lovers
"('unfrozen', 'bodies')",0.18181818181818182,The Lovers
"('bodies', 'of')",0.14285714285714285,The Lovers
"('personnel', 'could')",0.2,The Lovers
"('could', 'not')",0.14285714285714285,The Lovers
"('not', 'have')",0.0,The Lovers
"('have', 'endured')",0.125,The Lovers
"('endured', '.')",0.0,The Lovers
"('.', 'Upon')",0.0,The Lovers
"('Upon', 'reaching')",0.09090909090909091,The Lovers
"('reaching', 'the')",0.2222222222222222,The Lovers
"('the', 'desired')",0.14285714285714285,The Lovers
"('desired', 'speed')",0.5,The Lovers
"('speed', ',')",0.0,The Lovers
"('the', 'automatic')",0.1111111111111111,The Lovers
"('equipment', 'would')",0.08333333333333333,The Lovers
"('would', 'cut')",0.14285714285714285,The Lovers
"('cut', 'off')",0.0,The Lovers
"('off', 'the')",0.0,The Lovers
"('the', 'drive')",0.14285714285714285,The Lovers
"('drive', ',')",0.0,The Lovers
"('the', 'silent')",0.2857142857142857,The Lovers
"('silent', 'but')",0.125,The Lovers
"('but', 'not')",0.2,The Lovers
"('not', 'empty')",0.14285714285714285,The Lovers
"('empty', 'vessel')",0.125,The Lovers
"('vessel', 'would')",0.125,The Lovers
"('would', 'hurl')",0.2857142857142857,The Lovers
"('hurl', 'towards')",0.1,The Lovers
"('towards', 'the')",0.1111111111111111,The Lovers
"('the', 'star')",0.16666666666666666,The Lovers
"('star', 'which')",0.0,The Lovers
"('was', 'its')",0.2,The Lovers
"('its', ""journey's"")",0.09090909090909091,The Lovers
"(""journey's"", 'end')",0.2,The Lovers
"('end', '.')",0.0,The Lovers
"('.', 'Many')",0.0,The Lovers
"('Many', 'years')",0.2857142857142857,The Lovers
"('years', 'later')",0.42857142857142855,The Lovers
"('the', 'photon-counting')",0.18181818181818182,The Lovers
"('photon-counting', 'apparatus')",0.23076923076923078,The Lovers
"('apparatus', 'in')",0.0,The Lovers
"('the', 'nose')",0.16666666666666666,The Lovers
"('nose', 'of')",0.2,The Lovers
"('ship', 'would')",0.0,The Lovers
"('would', 'determine')",0.09090909090909091,The Lovers
"('determine', 'that')",0.1111111111111111,The Lovers
"('star', 'was')",0.4,The Lovers
"('was', 'close')",0.14285714285714285,The Lovers
"('close', 'enough')",0.2222222222222222,The Lovers
"('enough', 'to')",0.14285714285714285,The Lovers
"('to', 'actuate')",0.16666666666666666,The Lovers
"('actuate', 'deceleration')",0.36363636363636365,The Lovers
"('deceleration', '.')",0.0,The Lovers
"('.', 'Again')",0.0,The Lovers
"('Again', ',')",0.0,The Lovers
"('a', 'force')",0.0,The Lovers
"('force', 'too')",0.16666666666666666,The Lovers
"('too', 'strong')",0.3333333333333333,The Lovers
"('strong', 'for')",0.2857142857142857,The Lovers
"('for', 'unfrozen')",0.42857142857142855,The Lovers
"('bodies', 'to')",0.14285714285714285,The Lovers
"('to', 'endure')",0.0,The Lovers
"('endure', 'would')",0.25,The Lovers
"('be', 'applied')",0.14285714285714285,The Lovers
"('applied', '.')",0.0,The Lovers
"('after', 'slowing')",0.0,The Lovers
"('slowing', 'the')",0.0,The Lovers
"('the', 'vessel')",0.16666666666666666,The Lovers
"('vessel', 'considerably')",0.23076923076923078,The Lovers
"('considerably', ',')",0.0,The Lovers
"('would', 'adjust')",0.2222222222222222,The Lovers
"('adjust', 'to')",0.14285714285714285,The Lovers
"('a', 'one-gee')",0.0,The Lovers
"('one-gee', 'deceleration')",0.25,The Lovers
"('And', 'the')",0.0,The Lovers
"('be', 'automatically')",0.0,The Lovers
"('automatically', 'brought')",0.23076923076923078,The Lovers
"('brought', 'out')",0.42857142857142855,The Lovers
"('out', 'of')",0.25,The Lovers
"('of', 'their')",0.0,The Lovers
"('their', 'suspended')",0.1,The Lovers
"('animation', '.')",0.0,The Lovers
"('.', 'These')",0.0,The Lovers
"('These', 'members')",0.2857142857142857,The Lovers
"('members', 'would')",0.0,The Lovers
"('would', 'then')",0.0,The Lovers
"('then', 'unthaw')",0.42857142857142855,The Lovers
"('unthaw', 'the')",0.2857142857142857,The Lovers
"('personnel', '.')",0.0,The Lovers
"(',', 'in')",0.0,The Lovers
"('the', 'half-year')",0.2222222222222222,The Lovers
"('half-year', 'left')",0.3333333333333333,The Lovers
"('left', 'before')",0.2857142857142857,The Lovers
"('before', 'reaching')",0.18181818181818182,The Lovers
"('reaching', 'their')",0.4444444444444444,The Lovers
"('their', 'destination')",0.3,The Lovers
"('destination', ',')",0.0,The Lovers
"('the', 'men')",0.2,The Lovers
"('men', 'would')",0.0,The Lovers
"('would', 'carry')",0.0,The Lovers
"('out', 'whatever')",0.1111111111111111,The Lovers
"('whatever', 'preparations')",0.3333333333333333,The Lovers
"('preparations', 'were')",0.2,The Lovers
"('were', 'needed')",0.2,The Lovers
"('needed', '.')",0.0,The Lovers
"('Yarrow', 'was')",0.3333333333333333,The Lovers
"('was', 'among')",0.14285714285714285,The Lovers
"('among', 'the')",0.0,The Lovers
"('last', 'to')",0.2,The Lovers
"('to', 'go')",0.3333333333333333,The Lovers
"('go', 'into')",0.2,The Lovers
"('suspensor', 'and')",0.1111111111111111,The Lovers
"('and', 'among')",0.3333333333333333,The Lovers
"('first', 'to')",0.16666666666666666,The Lovers
"('to', 'come')",0.2,The Lovers
"('come', 'out')",0.16666666666666666,The Lovers
"('out', '.')",0.0,The Lovers
"('He', 'had')",0.0,The Lovers
"('had', 'to')",0.0,The Lovers
"('to', 'study')",0.16666666666666666,The Lovers
"('study', 'the')",0.14285714285714285,The Lovers
"('the', 'recordings')",0.09090909090909091,The Lovers
"('recordings', 'of')",0.1,The Lovers
"('the', 'language')",0.125,The Lovers
"('language', 'of')",0.0,The Lovers
"('the', 'chief')",0.3333333333333333,The Lovers
"('chief', 'nation')",0.1111111111111111,The Lovers
"('nation', 'of')",0.16666666666666666,The Lovers
"('of', 'Ozagen')",0.0,The Lovers
"('Ozagen', ',')",0.0,The Lovers
"(',', 'Siddo')",0.0,The Lovers
"('Siddo', '.')",0.0,The Lovers
"('first', ',')",0.0,The Lovers
"('he', 'faced')",0.16666666666666666,The Lovers
"('faced', 'a')",0.2,The Lovers
"('a', 'difficult')",0.0,The Lovers
"('difficult', 'task')",0.1,The Lovers
"('task', '.')",0.0,The Lovers
"('expedition', 'that')",0.1,The Lovers
"('had', 'discovered')",0.1,The Lovers
"('discovered', 'Ozagen')",0.07692307692307693,The Lovers
"('Ozagen', 'had')",0.125,The Lovers
"('had', 'succeeded')",0.14285714285714285,The Lovers
"('succeeded', 'in')",0.0,The Lovers
"('in', 'correlating')",0.2,The Lovers
"('correlating', 'two')",0.18181818181818182,The Lovers
"('two', 'thousand')",0.2222222222222222,The Lovers
"('thousand', 'Siddo')",0.2,The Lovers
"('Siddo', 'words')",0.2857142857142857,The Lovers
"('words', 'with')",0.125,The Lovers
"('with', 'an')",0.0,The Lovers
"('an', 'equal')",0.16666666666666666,The Lovers
"('equal', 'number')",0.2222222222222222,The Lovers
"('of', 'American')",0.0,The Lovers
"('American', 'words')",0.08333333333333333,The Lovers
"('words', '.')",0.0,The Lovers
"('The', 'description')",0.08333333333333333,The Lovers
"('description', 'of')",0.09090909090909091,The Lovers
"('the', 'Siddo')",0.0,The Lovers
"('Siddo', 'syntax')",0.0,The Lovers
"('was', 'very')",0.0,The Lovers
"('very', 'restricted')",0.2222222222222222,The Lovers
"('restricted', '.')",0.0,The Lovers
"(',', 'as')",0.0,The Lovers
"('as', 'Hal')",0.25,The Lovers
"('Hal', 'found')",0.0,The Lovers
"('found', 'out')",0.3333333333333333,The Lovers
"(',', 'obviously')",0.0,The Lovers
"('obviously', 'mistaken')",0.14285714285714285,The Lovers
"('mistaken', 'in')",0.25,The Lovers
"('in', 'many')",0.2,The Lovers
"('many', 'cases')",0.14285714285714285,The Lovers
"('cases', '.')",0.0,The Lovers
"('This', 'discovery')",0.18181818181818182,The Lovers
"('discovery', 'caused')",0.36363636363636365,The Lovers
"('caused', 'Hal')",0.125,The Lovers
"('Hal', 'anxiety')",0.1111111111111111,The Lovers
"('anxiety', '.')",0.0,The Lovers
"('His', 'duty')",0.0,The Lovers
"('duty', 'was')",0.0,The Lovers
"('was', 'to')",0.0,The Lovers
"('to', 'write')",0.16666666666666666,The Lovers
"('write', 'a')",0.0,The Lovers
"('a', 'school')",0.0,The Lovers
"('school', 'text')",0.0,The Lovers
"('text', 'and')",0.0,The Lovers
"('and', 'to')",0.0,The Lovers
"('to', 'teach')",0.16666666666666666,The Lovers
"('teach', 'the')",0.6,The Lovers
"('the', 'entire')",0.3333333333333333,The Lovers
"('entire', 'personnel')",0.3333333333333333,The Lovers
"('Gabriel', 'how')",0.0,The Lovers
"('how', 'to')",0.25,The Lovers
"('speak', 'Ozagen')",0.2222222222222222,The Lovers
"('Ozagen', '.')",0.0,The Lovers
"('if', 'he')",0.0,The Lovers
"('he', 'used')",0.2,The Lovers
"('used', 'all')",0.0,The Lovers
"('the', 'little')",0.4,The Lovers
"('little', 'means')",0.125,The Lovers
"('means', 'at')",0.16666666666666666,The Lovers
"('at', 'his')",0.0,The Lovers
"('his', 'disposal')",0.25,The Lovers
"('disposal', ',')",0.0,The Lovers
"('he', 'would')",0.0,The Lovers
"('be', 'instructing')",0.0,The Lovers
"('instructing', 'his')",0.2222222222222222,The Lovers
"('his', 'students')",0.125,The Lovers
"('students', 'wrongly')",0.08333333333333333,The Lovers
"('wrongly', '.')",0.0,The Lovers
"('.', 'Moreover')",0.0,The Lovers
"('Moreover', ',')",0.0,The Lovers
"('even', 'getting')",0.3333333333333333,The Lovers
"('getting', 'this')",0.2857142857142857,The Lovers
"('this', 'across')",0.125,The Lovers
"('across', 'would')",0.1111111111111111,The Lovers
"('be', 'difficult')",0.0,The Lovers
"('difficult', '.')",0.0,The Lovers
"('.', 'For')",0.0,The Lovers
"('For', 'one')",0.2,The Lovers
"('thing', ',')",0.0,The Lovers
"('the', 'organs')",0.0,The Lovers
"('organs', 'of')",0.14285714285714285,The Lovers
"('of', 'speech')",0.0,The Lovers
"('the', 'Ozagen')",0.125,The Lovers
"('Ozagen', 'natives')",0.3,The Lovers
"('natives', 'differed')",0.2,The Lovers
"('differed', 'somewhat')",0.08333333333333333,The Lovers
"('somewhat', 'from')",0.2,The Lovers
"('from', ""Earthmen's"")",0.16666666666666666,The Lovers
"(""Earthmen's"", ';')",0.0,The Lovers
"(';', 'the')",0.0,The Lovers
"('the', 'sounds')",0.0,The Lovers
"('sounds', 'made')",0.125,The Lovers
"('made', 'by')",0.0,The Lovers
"('by', 'these')",0.0,The Lovers
"('these', 'organs')",0.1111111111111111,The Lovers
"('organs', 'were')",0.125,The Lovers
"('were', ',')",0.0,The Lovers
"(',', 'dissimilar')",0.0,The Lovers
"('dissimilar', '.')",0.0,The Lovers
"('was', 'true')",0.0,The Lovers
"('true', 'that')",0.16666666666666666,The Lovers
"('that', 'they')",0.4,The Lovers
"('they', 'could')",0.0,The Lovers
"('be', 'approximated')",0.09090909090909091,The Lovers
"('approximated', ',')",0.0,The Lovers
"('but', 'would')",0.14285714285714285,The Lovers
"('would', 'the')",0.0,The Lovers
"('the', 'Ozagenians')",0.1,The Lovers
"('Ozagenians', 'understand')",0.3333333333333333,The Lovers
"('understand', 'these')",0.3333333333333333,The Lovers
"('these', 'approximations')",0.16666666666666666,The Lovers
"('approximations', '?')",0.0,The Lovers
"('?', 'Another')",0.0,The Lovers
"('Another', 'obstacle')",0.25,The Lovers
"('obstacle', 'was')",0.2222222222222222,The Lovers
"('the', 'grammatical')",0.1,The Lovers
"('grammatical', 'construction')",0.3333333333333333,The Lovers
"('construction', 'of')",0.1111111111111111,The Lovers
"('of', 'Siddo')",0.2,The Lovers
"('.', 'Consider')",0.0,The Lovers
"('Consider', 'the')",0.1,The Lovers
"('the', 'tense')",0.4,The Lovers
"('tense', 'system')",0.5,The Lovers
"('system', '.')",0.0,The Lovers
"('.', 'Instead')",0.0,The Lovers
"('Instead', 'of')",0.0,The Lovers
"('of', 'inflecting')",0.1111111111111111,The Lovers
"('inflecting', 'a')",0.0,The Lovers
"('a', 'verb')",0.0,The Lovers
"('verb', 'or')",0.2,The Lovers
"('or', 'using')",0.0,The Lovers
"('using', 'an')",0.16666666666666666,The Lovers
"('an', 'unattached')",0.25,The Lovers
"('unattached', 'particle')",0.3333333333333333,The Lovers
"('particle', 'to')",0.1111111111111111,The Lovers
"('to', 'indicate')",0.125,The Lovers
"('indicate', 'the')",0.25,The Lovers
"('the', 'past')",0.16666666666666666,The Lovers
"('past', 'or')",0.0,The Lovers
"('or', 'future')",0.16666666666666666,The Lovers
"('future', ',')",0.0,The Lovers
"('Siddo', 'used')",0.14285714285714285,The Lovers
"('used', 'an')",0.0,The Lovers
"('an', 'entirely')",0.125,The Lovers
"('entirely', 'different')",0.5555555555555556,The Lovers
"('different', 'word')",0.2222222222222222,The Lovers
"('word', '.')",0.0,The Lovers
"('.', 'Thus')",0.0,The Lovers
"('Thus', ',')",0.0,The Lovers
"('the', 'masculine')",0.09090909090909091,The Lovers
"('masculine', 'animate')",0.5,The Lovers
"('animate', 'infinitive')",0.5,The Lovers
"('infinitive', ""dabhumaksanigalu'ahai"")",0.11764705882352941,The Lovers
"(""dabhumaksanigalu'ahai"", ',')",0.0,The Lovers
"(',', 'meaning')",0.0,The Lovers
"('meaning', 'to')",0.0,The Lovers
"('to', 'live')",0.0,The Lovers
"('live', ',')",0.0,The Lovers
"('the', 'perfect')",0.2857142857142857,The Lovers
"('perfect', 'tense')",0.25,The Lovers
"('tense', ',')",0.0,The Lovers
"(',', ""ksu'u'peli'afo"")",0.0,The Lovers
"(""ksu'u'peli'afo"", ',')",0.0,The Lovers
"('the', 'future')",0.3333333333333333,The Lovers
"(',', ""mai'teipa"")",0.0,The Lovers
"(""mai'teipa"", '.')",0.0,The Lovers
"('The', 'same')",0.16666666666666666,The Lovers
"('same', 'use')",0.4,The Lovers
"('use', 'of')",0.0,The Lovers
"('of', 'an')",0.0,The Lovers
"('word', 'applied')",0.1111111111111111,The Lovers
"('applied', 'for')",0.0,The Lovers
"('other', 'tenses')",0.2857142857142857,The Lovers
"('tenses', '.')",0.0,The Lovers
"('.', 'Plus')",0.0,The Lovers
"('Plus', 'the')",0.0,The Lovers
"('the', 'fact')",0.16666666666666666,The Lovers
"('fact', 'that')",0.4,The Lovers
"('that', 'Siddo')",0.0,The Lovers
"('Siddo', 'not')",0.16666666666666666,The Lovers
"('not', 'only')",0.4,The Lovers
"('only', 'had')",0.0,The Lovers
"('had', 'the')",0.2,The Lovers
"('the', 'normal')",0.0,The Lovers
"('normal', '(')",0.0,The Lovers
"('(', 'to')",0.0,The Lovers
"('to', 'Earthmen')",0.1111111111111111,The Lovers
"('Earthmen', ')')",0.0,The Lovers
"(')', 'three')",0.0,The Lovers
"('three', 'genders')",0.25,The Lovers
"('genders', 'of')",0.0,The Lovers
"('of', 'masculine')",0.0,The Lovers
"('masculine', ',')",0.0,The Lovers
"(',', 'feminine')",0.0,The Lovers
"('feminine', ',')",0.0,The Lovers
"('and', 'neuter')",0.14285714285714285,The Lovers
"('neuter', ',')",0.0,The Lovers
"('the', 'two')",0.2,The Lovers
"('two', 'extra')",0.14285714285714285,The Lovers
"('extra', 'of')",0.0,The Lovers
"('of', 'inanimate')",0.0,The Lovers
"('inanimate', 'and')",0.2857142857142857,The Lovers
"('and', 'spiritual')",0.1,The Lovers
"('spiritual', '.')",0.0,The Lovers
"('.', 'Fortunately')",0.0,The Lovers
"('Fortunately', ',')",0.0,The Lovers
"(',', 'gender')",0.0,The Lovers
"('gender', 'was')",0.0,The Lovers
"('was', 'inflected')",0.0,The Lovers
"('inflected', ',')",0.0,The Lovers
"('though', 'the')",0.3333333333333333,The Lovers
"('the', 'expression')",0.1,The Lovers
"('expression', 'of')",0.1111111111111111,The Lovers
"('of', 'it')",0.0,The Lovers
"('it', 'would')",0.0,The Lovers
"('difficult', 'for')",0.1111111111111111,The Lovers
"('for', 'anybody')",0.125,The Lovers
"('anybody', 'not')",0.2857142857142857,The Lovers
"('not', 'born')",0.4,The Lovers
"('born', 'in')",0.2,The Lovers
"('in', 'Siddo')",0.2,The Lovers
"('The', 'system')",0.14285714285714285,The Lovers
"('system', 'of')",0.0,The Lovers
"('of', 'indicating')",0.0,The Lovers
"('indicating', 'gender')",0.3333333333333333,The Lovers
"('gender', 'varied')",0.375,The Lovers
"('varied', 'according')",0.4,The Lovers
"('according', 'to')",0.1111111111111111,The Lovers
"('to', 'tense')",0.2,The Lovers
"('tense', '.')",0.0,The Lovers
"('All', 'the')",0.0,The Lovers
"('other', 'parts')",0.25,The Lovers
"('parts', 'of')",0.0,The Lovers
"('speech', ':')",0.0,The Lovers
"(':', 'nouns')",0.0,The Lovers
"('nouns', ',')",0.0,The Lovers
"(',', 'pronouns')",0.0,The Lovers
"('pronouns', ',')",0.0,The Lovers
"(',', 'adjectives')",0.0,The Lovers
"('adjectives', ',')",0.0,The Lovers
"(',', 'adverbs')",0.0,The Lovers
"('adverbs', ',')",0.0,The Lovers
"('and', 'conjunctions')",0.1,The Lovers
"('conjunctions', 'operated')",0.15384615384615385,The Lovers
"('operated', 'under')",0.3333333333333333,The Lovers
"('under', 'the')",0.14285714285714285,The Lovers
"('the', 'same')",0.16666666666666666,The Lovers
"('same', 'system')",0.5,The Lovers
"('system', 'as')",0.16666666666666666,The Lovers
"('as', 'the')",0.0,The Lovers
"('the', 'verbs')",0.14285714285714285,The Lovers
"('verbs', '.')",0.0,The Lovers
